ID,Salary
SID10000,2249.162922772633
SID100030,3332.0422192746228
SID100204,5205.683829948121
SID100220,2140.0308767103043
SID100230,2189.4601441598506
SID100289,2689.3923694589316
SID100340,2081.922197028598
SID100393,2012.339135002605
SID100395,4864.053627630907
SID100441,2823.3033505994517
SID100477,3955.9850258173647
SID100546,1630.6557970261438
SID10058,4552.442699710024
SID100610,4552.163502636108
SID10063,1924.7437741188992
SID100822,2552.6061116497144
SID100831,1903.417566736095
SID100966,2493.262892102374
SID101017,3262.8493453258343
SID101252,4244.882542160047
SID101283,2052.883008430569
SID10136,2364.478791072758
SID101371,2656.1884720474955
SID101455,2108.6086077134137
SID10150,2896.8516957509555
SID10155,2098.87309234858
SID101851,4053.2660526246773
SID101934,1852.4794866923362
SID102009,2085.193785700909
SID102163,2460.938255009101
SID102172,1958.923359845756
SID102376,2983.433568757645
SID10238,2566.9595623701666
SID102594,3104.019115530237
SID102783,2231.415573096224
SID102858,2485.927199758107
SID103277,2284.0550841172358
SID103302,3060.109560965984
SID103306,2198.5712701341936
SID103346,3792.32420844468
SID103419,2548.6308393008444
SID103606,2295.011811970992
SID103666,1692.8025499198181
SID103689,1919.8057547847689
SID103796,1649.2937295763822
SID103858,2401.894039643401
SID103891,2115.8181468059115
SID10404,3753.55004623557
SID104048,1990.8051110777835
SID10406,5752.974118312715
SID104206,3204.6499311990506
SID10423,2392.0790396528146
SID104579,2461.0874213970596
SID104645,2516.7882501843646
SID104714,2257.828853939891
SID104874,3202.82509366146
SID104928,2192.3319628388285
SID104934,2271.3400663352345
SID104969,1885.7442928406397
SID104986,2077.877482442975
SID105104,1606.5706595896256
SID105162,2298.942729776902
SID105400,1962.1568508155665
SID10551,2242.3384836917708
SID105678,2936.193000864074
SID105705,2730.5765461981564
SID106087,1979.9067993942233
SID106101,2156.2274916869424
SID106182,1639.0318295957381
SID106198,2422.2243646861098
SID106319,2923.8000680723612
SID106381,1562.2127775599731
SID106413,1662.5611491380837
SID106746,2642.6555871343744
SID106899,2093.7339043433276
SID106948,2005.8584610113408
SID107113,2368.603370772083
SID107158,2054.40672719211
SID10716,2608.714132469269
SID107167,3099.9873298470998
SID107186,2264.529520516072
SID107435,2897.466471614442
SID10752,2708.1774557743856
SID107764,2546.2624458313003
SID107805,2086.6863960223914
SID108078,1937.147914704662
SID108110,2575.1603383227853
SID108370,2497.7796308387733
SID108437,2294.840197795243
SID108442,2283.4594599203647
SID108535,1551.8025333314047
SID10854,2010.6169723995363
SID108576,3234.639516714249
SID1086,3769.46163961194
SID108777,3694.513279277171
SID108786,3309.1478509189988
SID108800,1360.1270354388478
SID108855,2498.854526495314
SID108874,2808.375242172116
SID108922,2379.2688608365506
SID108969,1672.0432827611703
SID109084,2232.7361309440657
SID109281,2222.9467473238337
SID10931,2270.749459492148
SID109386,2473.9352390967542
SID109762,1994.5226427820596
SID10985,4815.58497275352
SID109899,1763.0133160320997
SID109961,2575.6485525326875
SID110104,4323.907591472711
SID110128,2301.0396170763133
SID110208,2501.884321154409
SID110272,2501.908978323869
SID110279,1517.7767023870447
SID110463,2536.8296933741094
SID110512,2658.411354723631
SID110565,2298.762329011315
SID110587,2411.9475239592357
SID11084,2789.379159782192
SID110876,2729.7231633732845
SID1109,2004.683730275785
SID110901,2670.654515378788
SID110915,3899.562318945339
SID1110,2378.8912833125337
SID111029,2283.8878785475918
SID111274,2285.0176616915196
SID111277,2790.669989392046
SID111550,2365.0576472285175
SID11156,4187.611316958364
SID111741,3848.854969984765
SID111822,1952.6652007278508
SID111972,2866.834759191909
SID112059,3092.576454642858
SID11235,2160.4922171246913
SID112360,1724.0689056021663
SID112483,2356.56785334664
SID112620,2314.941323205643
SID112643,2942.7138649714398
SID112783,1526.5425077693496
SID11303,2344.362068264015
SID113233,3872.411874726911
SID113382,2174.231607662862
SID113486,2322.0163272262616
SID113654,2447.757511592414
SID113762,1975.7169900682338
SID113910,3583.9836605308365
SID114059,2157.3194027599607
SID114080,4240.396766440832
SID11411,2802.968077013479
SID114238,2488.130968704748
SID114519,3569.5533164294748
SID114531,2213.5283426359474
SID114559,2733.921305284074
SID114580,1818.8398084739488
SID114635,4958.774342202914
SID11464,3488.2333031703047
SID114752,2450.1108664340254
SID114925,2499.1263083806557
SID114966,2117.33540644164
SID115004,1800.678738997749
SID115045,3265.5766396925437
SID115088,2292.213461550809
SID115178,1932.231508072993
SID115190,5016.57111514532
SID115196,2449.5217413763285
SID115215,2200.9158439855464
SID115226,1557.9370171890878
SID115325,3708.971183113712
SID115525,5050.172833759649
SID115546,1965.3683474591003
SID115581,3122.5645201394227
SID115597,2579.3307903787336
SID115644,2424.0756970942234
SID115678,3327.9115341747406
SID115745,1976.5311490600452
SID11576,2422.115796897237
SID115837,3266.7845898894448
SID115842,4689.1792644228235
SID115996,2007.2770801083661
SID116065,3148.048666971945
SID116069,2437.0250276734005
SID116128,2730.388670658124
SID116203,2425.2937578724127
SID116226,2602.756964263507
SID11623,2532.0019700813104
SID116334,3335.776228538686
SID11634,2263.277382275956
SID116352,1898.070469034031
SID116403,2342.4725172376207
SID116483,2331.2162476218655
SID116655,2483.2131674804778
SID116668,2305.7467814123347
SID116763,2465.5905854937305
SID11681,1922.5864989899555
SID116920,2565.2047923746586
SID116957,1916.2408215762075
SID116958,2371.404416065587
SID116970,2346.6108355510714
SID117067,2001.3281328822372
SID117121,2246.437779461378
SID117260,2170.9215675764763
SID117388,6179.147897404193
SID117408,2304.7507049087417
SID117432,3920.501833222921
SID117442,4628.524660892098
SID117462,3691.0765482072284
SID117755,1961.1227290402853
SID117800,2268.977192200241
SID117822,2672.9375449368918
SID11784,2164.959548723066
SID117889,3003.180822951992
SID117915,1975.6314944715473
SID118018,2158.03843060552
SID118128,3650.5153852612925
SID118218,3058.9545154220386
SID118343,2194.369027233421
SID118405,2717.199213567971
SID118463,2725.9301791519647
SID118471,3865.511119984919
SID118506,1523.829153366174
SID118525,2382.549977358118
SID118554,2003.8147024555296
SID118586,2884.575514129555
SID118594,2167.0125387768985
SID118622,2425.587517100054
SID118679,3352.52202774003
SID118688,4005.1140711085263
SID118718,2566.7174014959646
SID118732,2269.241437620609
SID118791,1486.680644967287
SID118869,3657.607358151259
SID118890,3445.8237199174396
SID119001,1791.3144365489813
SID119028,2673.8306400879146
SID119118,2914.1641512518245
SID119152,1844.4535243154346
SID119223,2298.6394282770425
SID119229,2046.102389885019
SID119298,2456.099152615733
SID119414,6136.2055991515645
SID119469,2404.890782308941
SID11960,2108.6628413946924
SID119621,2039.4971046654482
SID119624,1523.085569181002
SID119731,2425.242362948228
SID119795,4222.412102249858
SID119831,2787.696952504071
SID119839,2179.9759948151996
SID119909,2301.878732866118
SID119930,2932.663769398657
SID119936,4952.947179023224
SID12011,2205.8536693847323
SID120116,1822.9522493185355
SID120215,3262.0268431952973
SID120303,6513.8646158849915
SID120369,2438.269758944507
SID120377,2585.785959503844
SID120403,1973.205556098541
SID120442,1752.9774672647789
SID120494,2581.5973554435764
SID120523,2177.6847900600956
SID120525,2043.3794139283889
SID120530,2175.4979414644213
SID12056,2797.4881350395053
SID120580,2551.320381524154
SID120611,2272.621161316595
SID12063,2191.9380126890774
SID120699,2973.470511102123
SID12078,3770.6500854940996
SID120988,2382.6349890159104
SID120997,2568.287150773009
SID121067,2140.01146165287
SID121093,3148.642091928479
SID121201,2826.9357725190894
SID121278,2528.705906849824
SID121394,2421.6157861156553
SID121395,2365.3247679232654
SID12141,3148.956617774978
SID121440,1946.8873768841738
SID121457,1773.2912754382075
SID121463,2040.1063177255444
SID121489,3609.9952856283053
SID121525,2091.647463958901
SID121657,2022.747893890091
SID121686,2090.5074824979633
SID121719,2032.1731765370714
SID121881,2099.0023363947985
SID121907,2138.0893458727173
SID121920,2083.186666676486
SID122339,1602.359431384626
SID122432,3269.8064650952047
SID122436,2210.351940135814
SID122617,1876.8041423746931
SID122650,2428.4037328237323
SID122673,2552.5640930974005
SID122712,1879.4318291659265
SID122748,2502.7628664555828
SID122836,2753.0136442661724
