ID,Salary
SID10000,2287.352994219759
SID100030,3205.0182374687606
SID100204,5351.055636855071
SID100220,2203.2243533587102
SID100230,2161.256088155384
SID100289,2778.1484761955294
SID100340,2040.5186041925795
SID100393,2050.9387724410285
SID100395,4949.227789059282
SID100441,2785.6088416498355
SID100477,3978.6442533089225
SID100546,1678.0368908198566
SID10058,4578.756740914788
SID100610,4489.819989228978
SID10063,1945.9305349958665
SID100822,2447.228936713838
SID100831,1919.0623853814218
SID100966,2479.9062044762873
SID101017,3128.0343510206953
SID101252,4029.3080815984026
SID101283,2020.865924056657
SID10136,2420.0661650938805
SID101371,2681.9023952238736
SID101455,2038.6313447746493
SID10150,2896.0263964543365
SID10155,2011.3436915638467
SID101851,4033.326050356082
SID101934,1858.6235212378222
SID102009,1995.43666159255
SID102163,2288.2657737422337
SID102172,1900.1639074419934
SID102376,2835.910703388727
SID10238,2838.6217888803576
SID102594,3214.156032526402
SID102783,2133.179140915034
SID102858,2555.1184444904634
SID103277,2373.5620918901286
SID103302,2925.027032224978
SID103306,2251.8132863987435
SID103346,4009.0841299721046
SID103419,2679.6185102838585
SID103606,2342.5074807502774
SID103666,1888.107054496817
SID103689,1863.0909398596693
SID103796,1657.353690229052
SID103858,2415.9400560104154
SID103891,2070.2663918845187
SID10404,3666.8284555398145
SID104048,2052.721831223628
SID10406,5732.004685437998
SID104206,3366.0391973926376
SID10423,2344.222599201126
SID104579,2637.245262620426
SID104645,2615.376550657344
SID104714,2209.5546093803855
SID104874,3163.0666336881745
SID104928,2238.472802847125
SID104934,2162.553882344269
SID104969,1914.983030737893
SID104986,2014.1083953735765
SID105104,1730.3369273391465
SID105162,2075.6291086329456
SID105400,1950.7360588710196
SID10551,2146.7103341720876
SID105678,2971.9359098150608
SID105705,2778.8598863951383
SID106087,1893.5761728746734
SID106101,2332.2063944084366
SID106182,1852.8408849454058
SID106198,2415.3519315966837
SID106319,2901.827772496186
SID106381,1528.6231580191595
SID106413,1734.5477358059259
SID106746,2578.723934867846
SID106899,1999.3029367795875
SID106948,2018.205501287381
SID107113,2582.165988976839
SID107158,2010.1662986271313
SID10716,2541.2178850399723
SID107167,3222.23591016695
SID107186,2148.430470415401
SID107435,2851.3186485697647
SID10752,2811.554320166118
SID107764,2562.326183245311
SID107805,2159.147239548087
SID108078,1983.4098815335585
SID108110,2573.3419692928082
SID108370,2684.2628802069034
SID108437,2324.3326253088503
SID108442,2222.499112619174
SID108535,1656.5792626744083
SID10854,2024.625531600422
SID108576,2962.7376619750225
SID1086,3810.967963001211
SID108777,3786.895866465387
SID108786,3216.0164326528247
SID108800,1544.8423101115714
SID108855,2507.159146579556
SID108874,2803.5449771938024
SID108922,2320.9703828324573
SID108969,1790.286288539821
SID109084,2442.8831266099537
SID109281,2131.634663398479
SID10931,2302.254058575912
SID109386,2430.294528259382
SID109762,1973.4284634500839
SID10985,4863.151207103489
SID109899,1880.1549161866021
SID109961,2555.103492847017
SID110104,4319.249528062565
SID110128,2410.6015297481504
SID110208,2484.5766796292505
SID110272,2625.1801783569617
SID110279,1508.1807903589884
SID110463,2375.724170457156
SID110512,2605.343676747126
SID110565,2440.781408183688
SID110587,2347.885957980595
SID11084,2757.171550138236
SID110876,2781.6564670269395
SID1109,2023.3473767246185
SID110901,2685.2449919837177
SID110915,3737.001608088152
SID1110,2419.63232557167
SID111029,2345.073412525899
SID111274,2206.433421306867
SID111277,2735.0001711686205
SID111550,2351.923302292578
SID11156,4082.7739346402595
SID111741,4244.120940429889
SID111822,1953.1779268626283
SID111972,2928.449257262314
SID112059,3273.7452851149624
SID11235,2129.3258599575006
SID112360,1496.2562367275189
SID112483,2324.6450957914544
SID112620,2304.1482292494775
SID112643,2878.3238482914285
SID112783,1564.9858735200175
SID11303,2702.474362120122
SID113233,3836.398037750909
SID113382,2167.5362747653253
SID113486,2232.26150074718
SID113654,2377.5338813963476
SID113762,2004.9185533551886
SID113910,3915.1803227120654
SID114059,2053.7511050328053
SID114080,4299.455228718763
SID11411,2763.020552037067
SID114238,2555.49808303123
SID114519,3641.6464035596464
SID114531,2221.952172138144
SID114559,2798.9573518329885
SID114580,1814.27372506549
SID114635,4827.552150911594
SID11464,3604.8576092274093
SID114752,2370.2023594200864
SID114925,2374.2539554292275
SID114966,2162.248943955404
SID115004,1785.0764235765034
SID115045,2835.847486768114
SID115088,2332.4640256151824
SID115178,1961.170281271829
SID115190,5147.3717762309025
SID115196,2299.5946027276013
SID115215,2033.358837712501
SID115226,1632.2601212916713
SID115325,3629.1011288885106
SID115525,5165.628771202491
SID115546,2090.829418657884
SID115581,2967.9011857696196
SID115597,2588.8829279918855
SID115644,2355.677389418333
SID115678,3342.895634765177
SID115745,2202.8763913385187
SID11576,2577.820526058015
SID115837,3264.6276843313344
SID115842,4861.021667639369
SID115996,2106.5555614447
SID116065,3031.5508523589488
SID116069,2437.4790647206514
SID116128,2567.4459244526174
SID116203,2388.369696403267
SID116226,2448.5049003014624
SID11623,2426.7070956044886
SID116334,3519.5515151697714
SID11634,2260.6603571669357
SID116352,2141.493259498685
SID116403,2465.282504624916
SID116483,2330.0204551660768
SID116655,2454.1553037837284
SID116668,2317.8401925734793
SID116763,2480.1553269861856
SID11681,2047.630748738485
SID116920,2496.2957621759706
SID116957,1944.6438327949998
SID116958,2435.836576329183
SID116970,2399.3216229049576
SID117067,1978.13801867101
SID117121,2238.45065243966
SID117260,2233.728470757225
SID117388,5925.109671925087
SID117408,2178.882460626402
SID117432,3868.3252952380594
SID117442,4640.541430616023
SID117462,3806.654511728244
SID117755,2096.757271353024
SID117800,2131.875624932004
SID117822,2650.4022338544446
SID11784,2094.662967384532
SID117889,3106.7407687068153
SID117915,2186.2348596483653
SID118018,2064.337979559893
SID118128,3665.4298056728776
SID118218,3132.4835551064166
SID118343,2312.466474969557
SID118405,2807.9346235262824
SID118463,2702.4119580563915
SID118471,4000.10527452998
SID118506,1508.3944517866814
SID118525,2349.21813610433
SID118554,2067.7694168499206
SID118586,2955.2048104967994
SID118594,2057.36279203218
SID118622,2178.014930787091
SID118679,3361.335635218083
SID118688,3717.7314449078744
SID118718,2632.9692326762224
SID118732,2124.957840426347
SID118791,1422.9395726773562
SID118869,3732.596718757127
SID118890,3299.62357672245
SID119001,1856.1931620709906
SID119028,2684.2750370581166
SID119118,2906.0235440070423
SID119152,1890.8390567251881
SID119223,2375.8984752574243
SID119229,1912.7701781755404
SID119298,2494.692848636681
SID119414,6062.697863192089
SID119469,2271.538040575989
SID11960,2135.8047114092733
SID119621,2121.249164515319
SID119624,1509.6473835904255
SID119731,2288.7009964800777
SID119795,3757.8489715871724
SID119831,2807.4015107160853
SID119839,2332.9850279598895
SID119909,2211.1920723294247
SID119930,2721.6114098849926
SID119936,4603.607958067581
SID12011,2247.8534615786725
SID120116,1790.7653396624105
SID120215,3297.3444322148875
SID120303,6521.771145612863
SID120369,2469.821085193303
SID120377,2686.853719648218
SID120403,2023.9033017615689
SID120442,1965.0260289319644
SID120494,2430.653983475423
SID120523,1920.5630454789996
SID120525,1869.420822468201
SID120530,2178.9276894301333
SID12056,2757.117068975756
SID120580,2465.0325842642114
SID120611,2324.3579714334305
SID12063,2234.7541939500397
SID120699,3260.864372459873
SID12078,3786.5543807298204
SID120988,2291.1961487186827
SID120997,2524.5615440695733
SID121067,2323.205085596351
SID121093,3210.656351305209
SID121201,2807.6966730624345
SID121278,2427.9421761438016
SID121394,2714.5514901511633
SID121395,2323.0472743215805
SID12141,3182.5300530743684
SID121440,1779.3673224683007
SID121457,1829.4388502567633
SID121463,2019.3968102237782
SID121489,3715.870392891652
SID121525,1965.799526239867
SID121657,2066.346576300748
SID121686,2199.565103014492
SID121719,1951.5014117205976
SID121881,2125.959125404286
SID121907,2032.9535456926028
SID121920,2204.446115273083
SID122339,1861.235088087161
SID122432,3094.6124329481827
SID122436,2105.92384343116
SID122617,1998.1134768697343
SID122650,2450.7639785984416
SID122673,2538.6481922105654
SID122712,1933.7201420860767
SID122748,2581.658243120153
SID122836,2961.8839362674084
SID12286,2166.8899380166536
SID122942,1906.0573014776007
SID123052,2550.226480574208
SID123056,3038.4832935174777
SID123092,4766.258841940703
SID123126,2244.031666051889
SID123164,2946.5328316092678
SID123311,3254.9192515908176
SID123414,1998.1476045162015
SID12355,2889.354493364991
SID123656,3767.7083900340212
SID123859,3341.4826813321197
SID123886,2595.474575125004
SID123896,1965.982573087933
SID123959,3681.1408231295345
SID124108,2208.935357748393
SID124126,3274.5453899784443
SID124176,4595.816659797929
SID124217,2210.957285699228
SID124313,2160.3965785929067
SID124353,3125.7667872578822
SID124361,2804.68436352388
SID124366,3216.610788982682
SID124406,2320.5350278382293
SID124445,2590.054454486665
SID124464,2094.190269973472
SID124479,2657.9475518783192
SID124525,2311.276758298726
SID124586,6479.48207676751
SID124640,1896.640486562029
SID124642,3562.7902751344186
SID124715,3598.552309207543
SID124767,1768.6609654806764
SID124851,2597.564886973848
SID124855,3509.061156665174
SID12489,3072.1840688399816
SID124939,1936.293905762848
SID124949,2544.769583449305
SID124995,3185.138381328412
SID125153,2567.133602629968
SID125184,1871.4171938603242
SID125258,1976.1048369151492
SID125296,2450.535731810436
SID125366,2959.883143488864
SID125404,2269.8211277194227
SID125434,2307.328058021047
SID125437,2210.1688931567196
SID125502,5535.3670791977665
SID125611,2904.923839900467
SID125689,2966.9568997992474
SID125733,3468.630485286664
SID125835,2374.994257485995
SID125862,1957.4546537692697
SID125915,2772.381607373263
SID12600,1871.420119130245
SID126082,3019.9702236180906
SID126101,2887.510655062961
SID126174,2640.1320597331005
SID126186,1837.376224303094
